Title,Address,Descripcion,Precio,Tamaño,Latitud,Longitud
ANDROMEDA 17CIELOVISTA RESIDENCIAL,Libramiento Ajijic # 399||San Antonio Tlayacapan; Chapala,Magnifico Terreno de 401.79 m2 CIELOVISTA RESIDENCIALChapala es reconocida por se unos de los mejores climas del mundo durante todo el año; es por eso que nuest...,US$ 100;448,402 m²,20.3021824,-103.2422372
Terrenos Lomas Del Molino. El Molino Residencial & Golf,Paseos El Molino # 302; León; Gto||Balcones del Campestre; León,TERRENOS LOMAS DEL MOLINOEsta sección cuenta con 2;663 lotes distribuidos en 11 clusters con régimen de propiedad en condominio.Superficie:250 a 350 m2El Molino; Residencial & GolfEs un impresionante desarrollo integral de 608 hectáreas rod...,$ 845;719,250 m²,21.185639,-101.699237
Terreno B. Diada La Mancha ,Playa la Mancha; Veracruz||Actopan; Actopan,Bello y funcional TerrenoDIADA LA MANCHA(Aprovecha precios de preventa y vive como siempre has soÃ±ado.)MI LUGAR; MI NATURALEZA.DIADA La Mancha es un nuevo Modelo de Desarrollo Sostenible con 367 Ha. de las cuales hemos declarado 220Ha. Pri...,$ 1;400;000,600 m²,19.590321,-96.380925
Venta de Terreno en Playa del Carmen 53.8 Hectareas,Playa del Carmen Centro; Solidaridad,53.8 Ha en venta en Playa del Carmen;|||| $ 1;000;000 x Hectareas||||53.8 hectareas$ 53;800;000||||Superficie : 538;000 M2||||Terreno Virgen rodeado d...,$ 53;800;000,583000 m²,NA,NA
Terreno de 1800 m2 en Calle ORIENTE 6Morelia; Mich.,México; Morelia; Calle 6 Oriente 650||20 de Noviembre; Morelia,Vendo terreno en $1;800;000 pesos de 12 m de frente por 150 m de fondo de un total de 1;800 m2 se vende en $1;800;000 ($1;000 X M2); sobre la Calle oriente 6 po...,$ 1;800;000,1800 m²,19.72845,-101.15318
Terreno en Venta Reforma 25; Parque Anáhuac; Cascatta; Lomas; Puebla,Santa Clara Ocoyucan; Ocoyucan,Categoría: Terreno en Venta en Lomas de Angelópolis; Puebla by Square it! Inmobiliaria.||||- Tipo de Inmueble: Terreno en Venta.||- Lote: Reforma 25||- Ubicación: Parque Anáhuac; Cascatta II; Lomas de Angelópolis III; Puebla.||- Superficie Total...,$ 1;296;838,202 m²,18.9533757,-98.2864487
Terrenos en Venta Parque Tlaxcala; Lomas de Angelopolis,Lomas de Angelópolis; San Andrés Cholula,"-Categoría: Terrenos en Venta en Lomas de Angelopolis; Puebla by Square it!  Inmobiliaria.||||-Tipo de Inmueble: Terrenos en Venta||-Ubicación: Parque Tlaxcala; Lomas de Angelopolis||-Precio: $6;500 m2|||| 	2 Esquinas Disponibles en el Mismo Prec...",$ 1;120;821,172 m²,18.989335,-98.2816856
Terreno de 400 m2 en Venta en Calle Santana No. 6248; enfrente de Lomas de Angelópolis; Puebla,Lomas de Angelópolis; San Andrés Cholula,Categoría: Terreno en Venta en Calle Santana No. 6248; Puebla by Square it! Inmobiliaria.||Tipo de Inmueble: Terreno.||Ubicación: Calle Santana No. 6248 Tlaxcalancingo; Puebla. Enfrente de Lomas de Angelópolis.||||Superficie del Terreno: 410.86...,$ 2;978;735,410 m²,19.00770188,-98.27749487
Terreno Ejidal,Francisco I. Madero,TERRENO EJIDALCada hectárea cuesta $10;000.00288 hectáreas con 72 áreas frente a carretera 397.260m2 ; colindando con  mas parcelas y área montañosa; área d...,NA,288 m²,25.8575819,-103.2305955
TERRENO con playa en ACAPULCO DIAMANTE; GUERRERO,Playa Diamante; Acapulco de Juárez,Venta de 3 lotes con playa en Acapulco Diamante; la zona de mayor prusvalía en Guerrero.||Proyecto Turístico Playa Encantada; pero puede ser para todo tipo de proyecto: Hospital; Hotel; Condominio; etc.||||*LOTE 47:3;500 m2; precio por m2 $3...,$ 9;275;000,2650 m²,16.7760879,-99.7873891
EXCELENTES LOTES EN VENTA MORILLOTLA TERRENOS AMPLIOS.,San Andrés Cholula,EXCELENTES LOTES EN VENTA MORILLOTLA TERRENOS AMPLIOS. LOTES UBICADOS EN PRIVADA; ZONA DE ALTO CRECIMIENTO; CERCA DE UNIVERSIDADES; RESTAURANTES; VIAS ALTERNAS;...,$ 1;447;000,193 m²,19.0439661,-98.2980049
Terreno en Venta Bosques de Montesión; en Durango; Dgo,La Ferreria; Durango,2;095.86 m2 de superficie en complejo turístico ubicado a 18 minutos de El Pino. Lugar de esparcimiento y descanso para tu familia; hermosas áreas verdes; Casa...,$ 400;000,2096 m²,23.94727,-104.60364
Terreno en Venta en Zona Centro Durango,México; Victoria de Durango (Durango); Zona Centro||Durango,1;019 m2 de superficie; 270 m2 de construcción; con servicios; sin adeudos o gravamen; excelente ubicación cerca de avenida importante. $4;500 x m2,$ 4;500;000,1019 m²,24.03128,-104.6694
EXCELENTE OPORTUNIDAD TERRENO! EN ESQUINA; TIPO DE SUELO MIXTO ,Valle de San Isidro; Zapopan,EXCELENTE TERRENO EN ESQUINA; MAGNIFICA ; USO DE SUELO MIXTO; EN VALLE DE SAN ISIDRO,$ 1;500;000,165 m²,20.7553,-103.3903
 Terreno Comercial Mixto ,Playa del Carmen Centro; Solidaridad,Excelente oportunidad se vende terreno  frente al fraccionamiento playacar sobre la carretera playa del carmen a tulum junto al centro comercial centro maya....,US$ 14;000;000,86864 m²,-87.097183,20.616507
OPORTUNIDAD INVERSIONISTAS TERRENO EN SANTA MARÍA ZACATEPEC CERCA LA BONAFONT ,México; Juan C Bonilla; Santa María Zacatepec||San Pedro Cholula,TERRENO EN VENTA EN SANTA MARÍA ZACATEPEC; A 20 MINUTOS DE PLAZA SAN DIEGO; 12 MINUTOS DEL AEROPUERTO HERMANOS SERDÁN; 15 MINUTOS DEL ZÓCALO DE SAN PEDRO CHOLUL...,$ 1;500,4738 m²,19.12865,-98.36977
TERRENO EN REMATE ,Vicente Guerrero; Cuautla,"CLAVE: 4C719	TERRENO DE 550 M ($825;000.00 Ochocientos Veinticinco Mil Pesos 00/100 M.N)Características:	***Cesión de derechos***Todos los servicios",$ 825;000,550 m²,18.84634,-98.94253
Terreno Campestre en VENTA; El Picacho; AGS. TTV 269945,El Picacho; Aguascalientes,TERRENO CAMPESTRE en Venta; con hermosa vista panoramica muy cerca del Picacho; ideal para casa de campo y disfrutar de la naturaleza a solo 15 minutos de Aguascalientes; con servicios de luz y agua . Llamar a la oficina al tel. 971 00 00,$ 475;000,1017 m²,21.90954,-102.26295
Terreno en Venta en San Patricio Residencial,SAN RAMON S/N||San Patricio; Tuxtla Gutiérrez,Nocnok ID: MX18-EB9688. Amplio terreno en Residencial San Patricio; excelente opción para invertir y construir tu hogar; cuenta con áreas verdes; salones de fiesta; pista para correr; cancha de tenis; alberca para bebes; niños y adultos; ;...,$ 9;317;000,1331 m²,16.756342,-93.181826
Terreno en Venta en Zona Centro Durango,México; Victoria de Durango (Durango); Zona Centro||Victoria de Durango Centro; Durango,Terreno en Venta en Zona Centro Durango130 m2 de superficie (8 x 16.3 m); con servicios; sin adeudos; ni gravamen; listo para venderse. $5;385 x m2. Previa cita...,$ 700;000,130 m²,24.03128,-104.6694
Terreno 1 sobre Av 10 en Nicte-Ha; Playa del Carmen P2941,Nicte-Ha Av. 10||Playa del Carmen Centro; Solidaridad,Terreno de 176 m2 (8 m de frente por 22 m de fondo) sobre la Avenida 10 en colonia Nicte-Ha. Zona de amplio crecimiento a metros del acceso a Playa Esmeralda y de los hoteles Grand Coral y Paradisus. H3-UCOS: 0.50CUS: 1.20Altu...,$ 1;496;000,176 m²,20.6378338,-87.0656023
Atención inversionistas y desarrolladores,México; 11520; Miguel Hidalgo; Avenida Río San Joaquín||Ampliación Granada; Miguel Hidalgo,Terreno de 2065m2 con excelente ubicación en esquina con doble acceso por Av. Río San Joaquín y prolongación Moliere Uso de Suelo Mixto para 40 niveles de 600m2 por piso200 departamentos o 200 oficinas24;000m2 de construcción totalDocumenta...,$ 32;500;000,2065 m²,19.43926,-99.18887
Excelente Terreno en Héroes de Padierna.,México; Ciudad de México; Ciudad de México; Ciudad Tlalpan; Héroes de Padierna; Calle Becal||Héroes de Padierna; Tlalpan,Excelente Terreno de remate ubicado en Becal 396; Héroes de Padierna; deleg. Tlalpan; C.P. 14240; Ciudad de México Es un inmueble de Remate bancario; quiere decir que viene derivado de un crédito hipotecario no pagado en tiempo y forma por...,$ 5;380;000,494 m²,19.28375,-99.22497
Terrenos en Venta en El Alamito,El Alamito; Cadereyta Jiménez,"TERRENO EN VENTA EN SANTIAGO; N.L.Terreno Rùstico Cercano a Atongo y Allende; A 400 Metros de Carretera Caderyta Allende Camino Pavimentado hacia Hacienda el Refugio "" Hectàreas""||			||		||			||			TERRENO EN VENTA EN SANTIAGO; N.L.2 Hectàreas...",$ 3;300;000,20000 m²,25.47414,-99.99799
Inigualable terreno en venta en Polanco,Polanco; Miguel Hidalgo,Terreno: 447.32 m2||||Construcción: 400 m2||Precio Venta: $4;000;000.00 USD Negociables.||||Increíble propiedad para demoler; ubicada en esquina con Campos Elíseos....,US$ 4;000;000,NA,19.4293513,-99.190446
TERRENO URBANO KAUAII,San Antonio; Mérida,TERRENO URBANO DE FORMA IRREGULAR CON 15.7M DE FRENTE POR 25.3M DE FONDO CUANTA CON TODOS LOS SERVICIOS Y ALBARRADA (MURO DE PIEDRA)||A TRES CUADRAS DEL PERIFERICO. EasyBroker ID: EB-DS6973,NA,495 m²,20.9456771,-89.579234
Residencial del Mayab Temozon norte,Mayab; Motul,Residencial del Mayab Temozon norte en una de las zonas más exclusivas de Mérida ;a tan solo 3 minutos de City Center; Plaza Galerías; Liverpool y la Nueva plaza The Harbor y Vía Montejo; terreno en venta orientación norte sur 1172 m2 ||ap...,$ 3;500,1168 m²,21.10024,-89.27753
Terreno en Privada en Temozon Norte,Temozon Norte; Mérida,Privada KAAN Temozon||Hermosa privada de lotes residenciales con superficies desde 360 hasta 860 m2 ubicada a cinco minutos de las 2 plazas comerciales mas importantes en la ciudad: plaza Harbor y plaza la Isla. El desarrollo incluye todos l...,$ 4;200,360 m²,21.05931666,-89.61618764
Lote Residencial. Club Cenote Residencial,Ruta de los Cenotes Km 19 Desviación Delirios-Tres Marías Km 13||Puerto Morelos; Puerto Morelos,Club Cenote ResidencialAmplios Terrenos en el Nuevo Corredor Turístico de la Selva Maya Mexicana - Aprovecha la Pre-Venta.Es un desarrollo en medio de la selva...,$ 1;039;000,800 m²,20.847873,-87.220608
Unico. Cumbres Chulavista Norte,Libramiento Ajijic # 97; Av. La Paz||San Antonio Tlayacapan; Chapala,Terreno Conformado de 391.197 m2 de Área TotalCumbres Chulavista NorteExclusividad y claseVive en la cumbre del mas exclusivo lifestyle de la ribera de Chapala;...,$ 109;536,391 m²,20.30258,-103.236498
Lote de Terreno. La Escondida Residencial – Terrenos,Octava Avenida y Veracruz||Rincón de La Sierra; Guadalupe,Se entrega urbanizado para que el cliente pueda construir a su gusto La Escondida ResidencialResidencias y Lotes de Terreno en PRIVADA a PRECIO PRE-VENTA. Con e...,$ 711;000,140 m²,25.641346,-100.198342
Marinas Interior. Punta Tiburón Residencial; Marina & Golf,Km. 4.5 Carretera Federal Boca del Río - Antón Lizardo; Punta Tiburón; 95264 Boca del Río; Ver.||Veracruz Centro; Veracruz,Punta tiburón residencial se encuentra en la bella riviera veracruzana; la zona de mayor crecimiento y plusvalía en veracruz. Rodeado de un espacio natural espectacular y único; punta tiburón ofrece una calidad de vida sin comparación; de l...,$ 2;957;000,583 m²,19.067293,-96.080747
Lagunas en Área Verde. Punta Tiburón Residencial; Marina & Golf,Km. 4.5 Carretera Federal Boca del Río - Antón Lizardo; Punta Tiburón; 95264 Boca del Río; Ver.||Veracruz Centro; Veracruz,Punta tiburón residencial se encuentra en la bella riviera veracruzana; la zona de mayor crecimiento y plusvalía en veracruz. Rodeado de un espacio natural espectacular y único; punta tiburón ofrece una calidad de vida sin comparación; de l...,$ 723;672,230 m²,19.067293,-96.080747
Lote en Venta; Cto. Palenque; Parque Chiapas; Cascatta; Lomas de Angelópolis III; Santa Clara Ocoyucan; Puebla.,Lomas de Angelópolis; San Andrés Cholula,Características:||- Ubicación privilegiada. Excelente vista. ||- Vigilancia las 24 horas. Fraccionamiento cerrado.||- Áreas verdes y cerca del Parque Acuático.||- Gran oportunidad de inversión.||- Zona de plusvalía en crecimiento.||||¡No dudes más...,$ 1;343;760,202 m²,18.95697939,-98.29489091
Terreno Toscana Residencial; Circuito Pisa No.4; Lomas de Angelópolis,Lomas de Angelópolis; San Andrés Cholula,Categoría: Terrenos en Venta en Toscana Residencial Lomas de Angelópolis; Puebla by Square it!Inmobiliaria.||||-Tipo de Inmueble: Terrenos en Venta.||-Ubicación: Circuito Pisa No.4. Toscana Residencial; Lomas de Angelópolis; Puebla.||||-P...,$ 2;680;965,198 m²,18.9917943,-98.2753178
Lotes en Venta Cerrada Chapultepec 3; 5 y 7; Parque Anáhuac; Cascatta,Santa Clara Ocoyucan; Ocoyucan,Categoría: Terreno en Venta en Lomas de Angelópolis; Puebla by Square it! Inmobiliaria.||||- Tipo de Inmueble: Lotes en Venta.||- Lotes: Cerrada Chapultepec 3; 5 y 7.||- Ubicación: Parque Anáhuac; Cascatta II; Lomas de Angelópolis III; Puebla....,$ 1;374;552,202 m²,19.4194815,-99.1894558
Lotes en Venta en Parque Zacatecas; Cascatta; Lomas de Angelópolis,Santa Clara Ocoyucan; Ocoyucan,Categoría: Lotes en Venta en Parque Zacatecas; Lomas de Angelópolis; Puebla. by Square it! Inmobiliaria.||||- Tipo de Inmueble: Lotes en Venta.||- Ubicación: Parque Zacatecas; Cascatta; Lomas de Angelópolis III; Santa Clara Ocoyucan; Puebla...,$ 1;414;635,165 m²,18.964255,-98.289796
Terreno en venta en Atlixco; dentro de fraccionamiento con alberca y palapa,Atlixco,Terreno en venta en Atlixco; dentro de fraccionamiento con alberca y palapa||Últimos dos lotes residenciales en fraccionamiento cerrado.||Atlixco; Puebla; pueblo...,$ 1;050;000,1 m²,18.906364,-98.4381378
Caucel 5;000m2 a $400m2,Caucel; Mérida,terreno en caucel 5 mil m2 a $400 con luz en la puerta con calle pavimentada ; con camellon ||Negociables llame agende visita. EasyBroker ID: EB-DF2569,$400,5000 m²,21.00185866,-89.98076628
El Cortijo Lotes Residenciales,Chablekal; Mérida,El Cortijo; Lotes Residenciales en Privada de primer nivel.||El Cortijo es una propuesta centrada en la armonía y el equilibrio que invita a preservar un estilo de vida abrazado por la más exuberante vegetación.||||Para un estilo de vida centr...,$ 3;450,616 m²,21.09684,-89.57769
Uman 5 Ha todo o en partes $150 x m2,Ciudad Industrial; Umán,se vende todo o en partes Está sobre la carretera que va de Umán a Uxmal a 1.2 Km de la salida de Umán y cuenta con corriente eléctrica en la puerta. EasyBroker ID: EB-CU0492,$150,50355 m²,20.9220862,-89.6992467
Dzitya 20;183.37mts,Dzitya; Mérida,Dzitya100 x 200son 20;183.37mts. EasyBroker ID: EB-CY3728,$ 1;480,20183 m²,21.0512,-89.67773
Terreno a un lado de Rio Salvaje,Tamanche; Mérida,Dos hectáreas de terreno junto a Río Salvaje en la carretera Mérida-Progreso km. 11||Precio por metro cuadrado en caso de adquirirse todo el terreno ||Puede venderse la mitad (25 de frente en carretera) a $1000 el metro. EasyBroker ID: EB-CU1...,$ 1;000,20000 m²,20.99788,-89.61901
Terreno Xcanatun cerca de la Universidad Anahuac Mayab,Xcanatun; Mérida,El terreno esta cerca de la universidad del Mayab; de la privadaChaactun; son 3721.69m2 a $700 m2. EasyBroker ID: EB-CU0527,$ 2;604;700,3721 m²,21.077403,-89.6307013
MIROVA Ultimos Lotes Residenciales en Dzitya,Dzitya; Mérida,Lotes residenciales desde 500 m2 ubicados al noreste de la ciudad de Mérida; entre el Fracc. Las Americas y Dzitya; propiedad privada con gran plusvalía.||Lotes de inversión sin enganche; a 6 meses sin intereses.||Caracteristicas:||- Amplias c...,$ 781;430,524 m²,21.0483333,-89.6780555
HECTAREAS EN VENTA SAN MIGUEL DE ALLENDE ,San Miguel de Allende,HECTAREAS EN VENTA SAN MIGUEL DE ALLENDE A PIE DE CARRETERA; RUMBO A LA COMUNIDAD DE CORRAL DE PIEDRAS DE ABAJO; A UNOS CUANTOS MINUTOS DEL NUEVO PARQUE INDUSTR...,$ 1;400;000,10000 m²,20.90456583,-100.6131055
Terreno 12 x 30 Colinas de San Miguel,Colinas de San Miguel; Culiacán,Lote de terreno 12 * 30 mts.371 mts2.Ubicado en excelente zona de la colonia colinas de san miguel. Amigable y tranquilo entorno.Cuenta con construcción existen...,$ 3;000;000,371 m²,24.78867,-107.38846
Terreno Cocoyoc 468m2 ubicado,Yautepec,Código: 1523729 - Hermoso terreno escriturado en el poblado de Cocoyoc muy cerca del distribuidor vial de  Oaxtepec-Cocoyoc-Cuautla a solo 600m del Oxxo de Oaxt...,$ 705;000,468 m²,18.9044639,-99.0468087
Terreno en Venta en La Gloria Libramiento,ROMEO A RODRIGUEZ S/N||La Gloria; Tuxtla Gutiérrez,Nocnok ID: MX17-CY4110. TERRENO CON VISTA PANORAMICA; EN ZONA ARBOLADA; CON SALIDA AL LIBRAMIENTO SUR; CERCA DE CENTROS COMERCIALES LIVERPOOL; SEARS; Y HOTELES CITY EXPRESS; CAMINO REAL; RESTAURANTES ITALIANIS; AGENCIAS DE COCHES; LAS TORRE...,$ 20;000;000,8000 m²,16.75278,-93.11667
Terreno en Venta en HECHOS NO PALABRAS,12-A MZA. 15||Tuxtla Gutiérrez Centro; Tuxtla Gutiérrez,"Nocnok ID: MX19-FQ2048. BONITOS LOTESRUSTICOS PARA PROYECTOS DE VIVIENDA; UBICADO EN LA COLONIA ""HECHOS NO PALABRAS"" AL NORTE PONIENTE DE LA CIUDAD.||CON MEDIDAS DE 8 X 16 METROS; DISPONIBLES DOS LOTESDE 128 METROS CADA UNO. ||ACTUALMENTE...",$ 250;000,128 m²,16.75838,-93.11016
LOTES RESIDENCIALES EN VENTA TOTALMENTE URBANIZADOS; AMARANTA; CONKAL; MÉRIDA,Conkal; Conkal,Amaranta es un desarrollo de 188 lotes residenciales distribuido sobre un terreno de 6.6 hectáreas en el área de Conkal.||||Conkal es un área totalmente residenci...,$ 302;400,420 m²,21.09317751,-89.53479596
Venta de Lotes Residenciales; Tulum; Quintana Roo; $1;100 X M2,Tulum,VENTA DE LOTES RESIDENCIALES $1;100.00 X Mt2 CON EXCELENTE UBICACIÓN.||FACILIDADES DE PAGO DE 18 A 36 MESES||Terrenos con Posesión Inmediata; con Título de Propie...,$ 687;339,624 m²,20.20759,-87.46548
Venta de Lotes Residenciales; Tulum; Quintana Roo; $1;100 X M2,Tulum,VENTA DE LOTES RESIDENCIALES $1;100.00 X Mt2 CON EXCELENTE UBICACIÓN.||FACILIDADES DE PAGO DE 18 A 36 MESES||Terrenos con Posesión Inmediata; con Título de Propie...,$ 662;257,602 m²,20.20759,-87.46548
Terreno en venta en Tulum,tulum- coba km18 1||Tulum Centro; Tulum,Terrenos de proyecto Ecologico HOJARASCA; ubicados a 15 minutos de las bellas playas de Tulum sobre la avenida donde se encuentra la zona de cenotes! Cuenta con amenidades. PRECIO EN PESOS MEXICANOS Y ESQUEMAS DE PAGO MUY ACCESIBLES! Costo...,$ 483;000,805 m²,20.33831334,-87.56365456
TERRENO CARR. A RANCHERIA SAN JOSE BUENAVISTA,Predio Rustico denominado el Rosario;Carretera a Rancheria ]San Jose Buevavista S/N||San José Buenavista; San Cristóbal de las Casas,Predio rústico muy bien ubicado con zona arbolada y hermosa panorámica. Ideal para cabañas.,$ 800;000,4200 m²,16.68302833,-92.63813289
Terreno en Venta; Metepec; Estado de México,Cerrada sin nombre||Metepec Centro; Metepec,Excelente oportunidad de inversión. El terreno esta ubicado a 1 cuadra de Jose Maria Pino Suarez enfrente de galerías metepec a 1 cuadra de sport city. Es propi...,$ 6;000;000,411 m²,19.2552121,-99.6222012
